App,Category,Installs_category,Rating,Mean_App_Sentiment,Reviews,Size_in_MB,Type,Price,Content_Rating,Genres,Last_Updated,Android_Ver
Woody's Bar-B-Q,FOOD_AND_DRINK,Low,,,3,27.0,Free,0.0,Everyone,Food & Drink,2018-03-05,4.1 and up
Word Crossy - A crossword game,GAME,Very High,,,240416,53.0,Free,0.0,Everyone,Word,2018-08-01,4.0.3 and up
Word Hunt,GAME,Low,,,59,21.0,Free,0.0,Everyone,Word,2018-06-22,4.4 and up
Word Link,GAME,Very High,,,216675,30.0,Free,0.0,Everyone,Word,2018-08-01,4.1 and up
Word Search Games in english,FAMILY,Very High,,,63186,16.0,Free,0.0,Everyone,Puzzle;Brain Games,2018-07-12,4.0.3 and up
Word Search Tab 1 FR,FAMILY,Low,,,0,1.0,Paid,1.04,Everyone,Puzzle,2012-02-06,3.0 and up
Word Search multilingual,GAME,High,,,32849,1.5,Free,0.0,Everyone,Word,2015-09-30,2.3 and up
Words (188 Category),LIBRARIES_AND_DEMO,Moderate,,,54,5.9,Free,0.0,Everyone,Libraries & Demo,2018-07-04,4.0.3 and up
Wordscapes,GAME,Very High,,,230849,87.0,Free,0.0,Everyone,Word,2018-08-02,4.1 and up
Workflow Approvals App AX 2012,BUSINESS,Low,,,2,3.0,Free,0.0,Everyone,Business,2018-07-12,4.0.3 and up
Workout Tracker & Gym Trainer - Fitness Log Book,HEALTH_AND_FITNESS,High,,,5420,21.0,Free,0.0,Everyone,Health & Fitness,2018-06-05,4.1 and up
World Cup 2018,SPORTS,High,,,4011,2.6,Free,0.0,Teen,Sports,2018-07-01,2.3 and up
World History Quick e-Book,FAMILY,More than moderate,,,1657,4.9,Free,0.0,Everyone,Education;Education,2018-07-17,4.1 and up
World Newspapers,NEWS_AND_MAGAZINES,High,,,185884,7.5,Free,0.0,Mature 17+,News & Magazines,2017-09-17,4.1 and up
World Racers family board game,FAMILY,Low,,,4,42.0,Paid,0.99,Everyone,Board;Pretend Play,2015-09-03,5.1 and up
World Series of Poker – WSOP Free Texas Holdem,GAME,Very High,,,910051,76.0,Free,0.0,Teen,Card,2018-08-02,4.1 and up
World Travel Guide by Triposo,TRAVEL_AND_LOCAL,High,,,6012,81.0,Free,0.0,Everyone,Travel & Local,2018-03-05,4.0.3 and up
World at War: WW2 Strategy MMO,FAMILY,Very High,,,107765,78.0,Free,0.0,Everyone 10+,Strategy,2018-05-25,4.1 and up
World of Warriors: Duel,GAME,High,,,25952,36.0,Free,0.0,Everyone 10+,Action,2015-09-07,2.3 and up
WowBox,LIFESTYLE,Very High,,,101957,8.2,Free,0.0,Everyone,Lifestyle,2018-04-23,4.0.3 and up
Wowkwis aq Ka'qaquj,FAMILY,Very low,,,1,49.0,Free,0.0,Everyone,Education;Education,2018-02-16,4.0.3 and up
Wrecker's Revenge - Gumball,FAMILY,More than moderate,,,2263,55.0,Free,0.0,Everyone,Puzzle;Action & Adventure,2017-09-21,4.3 and up
Wrestling Revolution 3D,SPORTS,Top Notch,,,989344,51.0,Free,0.0,Teen,Sports,2018-07-23,4.0 and up
Wrinkles and rejuvenation,BEAUTY,More than moderate,,,182,5.7,Free,0.0,Everyone 10+,Beauty,2017-09-20,3.0 and up
Writing Wizard Premium - Handwriting,FAMILY,Moderate,,,89,33.0,Paid,4.49,Everyone,Education;Education,2017-12-03,4.0.3 and up
Wuwu & Co.,FAMILY,Low,,,9,77.0,Paid,2.99,Everyone,Books & Reference;Creativity,2017-03-22,4.1 and up
X Back - Icon Pack,PERSONALIZATION,Moderate,,,56,26.0,Paid,0.99,Everyone,Personalization,2018-06-29,4.1 and up
X Browser,COMMUNICATION,More than moderate,,,142,2.5,Free,0.0,Everyone,Communication,2017-12-31,4.0 and up
X Construction,FAMILY,More than moderate,,,18612,8.5,Paid,1.49,Everyone,Puzzle,2015-07-28,2.3 and up
X Home Bar - Free,TOOLS,More than moderate,,,4210,1.9,Free,0.0,Everyone,Tools,2018-06-18,4.1 and up
X Home Bar - Home Bar Gesture Pro,TOOLS,Moderate,,,88,2.0,Paid,1.99,Everyone,Tools,2018-07-02,4.3 and up
X Launcher Prime: With OS Style Theme & No Ads,ART_AND_DESIGN,Low,,,149,3.5,Paid,1.99,Everyone,Art & Design,2018-07-30,4.1 and up
X Launcher Pro - IOS Style Theme & Control Center,ART_AND_DESIGN,Moderate,,,1216,8.6,Paid,1.99,Everyone,Art & Design,2018-06-26,4.1 and up
"X Launcher Pro: PhoneX Theme, OS11 Control Center",ART_AND_DESIGN,Moderate,,,801,3.5,Paid,1.99,Everyone,Art & Design,2018-07-30,4.1 and up
X Launcher: With OS11 Style Theme & Control Center,ART_AND_DESIGN,More than moderate,,,5754,4.4,Free,0.0,Everyone,Art & Design,2018-07-30,4.1 and up
X your Ex - Break Up Treatment,HEALTH_AND_FITNESS,Moderate,,,32,64.0,Free,0.0,Everyone,Health & Fitness,2017-05-20,4.1 and up
X-Plane 10 Flight Simulator,FAMILY,High,,,63197,11.0,Free,0.0,Everyone,Simulation,2018-06-27,Varies with device
X-Plane to GPS,TOOLS,Moderate,,,161,1.2,Paid,0.99,Everyone,Tools,2018-03-04,4.4 and up
X-VPN - Free Unlimited VPN Proxy,TOOLS,Very High,,,40617,21.0,Free,0.0,Everyone,Tools,2018-07-31,4.1 and up
X-WOLF,GAME,More than moderate,,,4878,27.0,Free,0.0,Everyone 10+,Adventure,2018-02-02,4.1 and up
X-Wing Squadron Builder,FAMILY,More than moderate,,,5898,50.0,Free,0.0,Everyone,Entertainment,2017-08-01,1.6 and up
X-plore File Manager,TOOLS,Very High,,,168487,6.4,Free,0.0,Everyone,Tools,2018-06-26,4.3 and up
X-ray scanner simulator,FAMILY,High,,,1616,3.0,Free,0.0,Everyone,Casual,2017-01-08,2.1 and up
XCOM: TBG,FAMILY,More than moderate,,,2294,95.0,Free,0.0,Everyone,Entertainment,2017-01-09,2.3 and up
XCOM®: Enemy Within,FAMILY,More than moderate,,,13752,21.0,Paid,9.99,Mature 17+,Strategy,2017-10-24,4.0 and up
XDV,PHOTOGRAPHY,High,,,6827,8.7,Free,0.0,Everyone,Photography,2018-04-20,2.3 and up
XML Editor CR,TOOLS,Moderate,,,47,18.0,Free,0.0,Everyone,Tools,2018-03-16,4.0 and up
"XOS - Launcher,Theme,Wallpaper",PERSONALIZATION,Very High,,,49657,8.7,Free,0.0,Everyone,Personalization,2018-08-06,4.4 and up
XX HD Video downloader-Free Video Downloader,VIDEO_PLAYERS,High,,,7624,6.0,Free,0.0,Everyone,Video Players & Editors,2018-04-20,4.0.3 and up
XXX DISTILLERY,BUSINESS,More than moderate,,,509,3.2,Free,0.0,Everyone,Business,2017-08-02,4.0 and up
Xbox,FAMILY,Very High,,,556659,46.0,Free,0.0,Everyone,Entertainment,2018-06-20,4.1 and up
"Xceed - Clubs, DJs, Festivals & Tickets",EVENTS,More than moderate,,,399,24.0,Free,0.0,Everyone,Events,2018-08-03,5.0 and up
Xposed Wi-Fi-Pwd,PERSONALIZATION,More than moderate,,,1042,0.39,Free,0.0,Everyone,Personalization,2014-08-05,4.0.3 and up
Xray Scanner Prank,FAMILY,Very High,,,355837,3.7,Free,0.0,Everyone,Entertainment,2016-12-07,2.3 and up
Xtreme Racing 2018 - Jeep & 4x4 off road simulator,FAMILY,High,,,2178,99.0,Free,0.0,Everyone,Racing;Action & Adventure,2017-08-23,4.1 and up
Y! Mobile menu,BUSINESS,More than moderate,,,9,1.2,Free,0.0,Everyone,Business,2018-04-09,6.0 and up
YAKALA AY,GAME,Very low,,,0,14.0,Paid,0.99,Everyone,Arcade,2018-07-07,4.1 and up
YAY - TBH,SOCIAL,More than moderate,,,2520,12.0,Free,0.0,Teen,Social,2017-11-17,4.3 and up
YEBIS OpenGL ES 3.0 Tech Demo,FAMILY,Moderate,,,380,6.7,Free,0.0,Everyone,Entertainment,2014-03-11,4.3 and up
Yahoo Mail – Stay Organized,COMMUNICATION,Top Notch,,,4188345,16.0,Free,0.0,Everyone,Communication,2018-07-18,4.4 and up
"Yahoo Sports - scores, stats, news, & highlights",SPORTS,High,,,32386,19.0,Free,0.0,Everyone,Sports,2018-08-01,5.1 and up
"Yahoo! transit guide free timetable, operation information, transfer search",MAPS_AND_NAVIGATION,Very High,,,104800,22.0,Free,0.0,Everyone,Maps & Navigation,2018-07-26,4.0 and up
Yaoi Novels - Shounen ai Book&fiction,FAMILY,Moderate,,,304,4.7,Free,0.0,Teen,Entertainment,2018-02-14,4.0.3 and up
Yaoi Ooku: Distorted Love,FAMILY,More than moderate,,,2614,6.3,Free,0.0,Mature 17+,Simulation,2015-04-14,2.2 and up
"Yatra - Flights, Hotels, Bus, Trains & Cabs",TRAVEL_AND_LOCAL,Very High,,,251037,26.0,Free,0.0,Everyone,Travel & Local,2018-08-05,4.1 and up
Yazdani Cd Center EllahAbad Official App,FAMILY,Low,,,8,3.8,Free,0.0,Everyone,Entertainment,2018-01-12,4.0 and up
Yeled EI,FAMILY,Low,,,0,15.0,Free,0.0,Everyone,Education,2018-04-26,4.1 and up
Yes day,GAME,Top Notch,,,10055521,94.0,Free,0.0,Everyone,Casual,2018-06-28,4.0.3 and up
Yes319 real price login query,HOUSE_AND_HOME,Moderate,,,12,5.1,Free,0.0,Everyone,House & Home,2018-07-12,4.0.3 and up
Yoga - Track Yoga,HEALTH_AND_FITNESS,High,,,7976,44.0,Free,0.0,Everyone,Health & Fitness,2018-07-09,4.0.3 and up
Yoga Studio: Mind & Body,HEALTH_AND_FITNESS,More than moderate,,,5499,94.0,Free,0.0,Everyone,Health & Fitness,2018-07-23,4.1 and up
Yoong: Kick 'Em Up!,SPORTS,More than moderate,,,7107,33.0,Free,0.0,Everyone,Sports,2015-12-16,4.0.3 and up
"Yoriza Pension - travel, lodging, pension, camping, caravan, pool villas accommodation discount",TRAVEL_AND_LOCAL,High,,,17882,86.0,Free,0.0,Everyone,Travel & Local,2018-08-03,5.0 and up
You're an Anime,MEDICAL,Very low,,,2,83.0,Free,0.0,Everyone,Medical,2018-07-12,5.0 and up
YouCamp EU,TRAVEL_AND_LOCAL,Low,,,39,32.0,Paid,2.56,Everyone,Travel & Local,2013-07-20,2.2 and up
"YouCut - Video Editor & Video Maker, No Watermark",VIDEO_PLAYERS,Very High,,,98819,27.0,Free,0.0,Everyone,Video Players & Editors,2018-08-06,4.3 and up
YouNow: Live Stream Video Chat,SOCIAL,Very High,,,309872,85.0,Free,0.0,Teen,Social,2018-08-03,4.1 and up
YouTube TV - Watch & Record Live TV,FAMILY,High,,,38517,17.0,Free,0.0,Teen,Entertainment,2018-08-02,5.0 and up
Young Speeches,LIBRARIES_AND_DEMO,High,,,2221,2.4,Free,0.0,Everyone,Libraries & Demo,2017-01-08,2.3 and up
Youper - AI Therapy,MEDICAL,More than moderate,,,2014,69.0,Free,0.0,Everyone,Medical,2018-08-03,6.0 and up
Your Freedom VPN Client,COMMUNICATION,Very High,,,74497,5.3,Free,0.0,Everyone,Communication,2018-05-19,4.0 and up
Your rank CS:GO,GAME,More than moderate,,,4946,7.5,Free,0.0,Teen,Trivia,2017-07-16,4.0.3 and up
YourTube Video Views BG,VIDEO_PLAYERS,Low,,,8,2.5,Free,0.0,Everyone,Video Players & Editors,2015-11-12,4.0 and up
Yummly Recipes & Shopping List,FOOD_AND_DRINK,High,,,91359,27.0,Free,0.0,Everyone,Food & Drink,2018-07-05,4.4 and up
Z App,LIFESTYLE,More than moderate,,,405,25.0,Free,0.0,Everyone,Lifestyle,2018-06-22,4.4 and up
Z Camera,PHOTOGRAPHY,Moderate,,,142,7.7,Free,0.0,Everyone,Photography,2016-04-08,4.0 and up
"Z Camera - Photo Editor, Beauty Selfie, Collage",PHOTOGRAPHY,Top Notch,,,1075277,47.0,Free,0.0,Mature 17+,Photography,2018-08-03,4.1 and up
Z Champions,GAME,High,,,96028,59.0,Free,0.0,Teen,Arcade,2018-05-28,4.0 and up
Z City,FAMILY,More than moderate,,,3976,98.0,Free,0.0,Teen,Strategy,2018-01-29,4.0 and up
Z Day: Hearts of Heroes,FAMILY,High,,,5894,67.0,Free,0.0,Everyone 10+,Strategy,2018-07-11,4.0.3 and up
Z Origins - (Z The Game),FAMILY,More than moderate,,,4421,37.0,Paid,2.99,Teen,Strategy,2014-11-05,2.2 and up
Z PIVOT,COMMUNICATION,Very low,,,0,5.7,Paid,19.99,Everyone,Communication,2018-07-11,4.2 and up
Z Ringtones PREMIUM 2018,PERSONALIZATION,High,,,10158,3.6,Free,0.0,Everyone,Personalization,2018-03-01,4.0.3 and up
Z War-Zombie Modern Combat,FAMILY,Very High,,,62301,72.0,Free,0.0,Teen,Strategy,2018-08-01,4.1 and up
Z-Empire: Dead Strike,FAMILY,Moderate,,,99,19.0,Free,0.0,Teen,Strategy,2018-06-08,4.0.3 and up
ZAK DW,BUSINESS,Very low,,,0,3.0,Free,0.0,Teen,Business,2015-11-13,4.1 and up
ZALORA Fashion Shopping,SHOPPING,Very High,,,142512,15.0,Free,0.0,Everyone,Shopping,2018-07-25,4.1 and up
ZERO Lock Screen,TOOLS,High,,,75336,0.53,Free,0.0,Everyone,Tools,2016-02-05,4.0 and up
ZOMBIE RIPPER,GAME,High,,,16073,94.0,Free,0.0,Mature 17+,Action,2017-11-14,4.0 and up
ZOOKEEPER DX TouchEdition,FAMILY,More than moderate,,,3195,4.6,Paid,0.99,Everyone,Puzzle,2015-11-26,2.1 and up
ZOOM Cloud Meetings,BUSINESS,Very High,,,31614,37.0,Free,0.0,Everyone,Business,2018-07-20,4.0 and up
Zaatar w Zeit,FOOD_AND_DRINK,More than moderate,,,205,33.0,Free,0.0,Everyone,Food & Drink,2018-07-01,4.4 and up
Zap-Map: EV charging points UK,MAPS_AND_NAVIGATION,Moderate,,,181,9.8,Free,0.0,Everyone,Maps & Navigation,2018-07-06,4.1 and up
Zappos – Shoe shopping made simple,SHOPPING,Very High,,,44588,20.0,Free,0.0,Everyone,Shopping,2018-07-12,4.4 and up
"Zapya - File Transfer, Sharing",TOOLS,Very High,,,387958,9.0,Free,0.0,Teen,Tools,2018-07-16,4.0.3 and up
Zapzapmath: K-6 Math Games,FAMILY,More than moderate,,,1065,61.0,Free,0.0,Everyone,Educational;Education,2018-05-13,4.1 and up
Zara,LIFESTYLE,Very High,,,95905,33.0,Free,0.0,Everyone,Lifestyle,2018-07-30,4.1 and up
Zdravei.BG,SOCIAL,Low,,,6,6.1,Free,0.0,Mature 17+,Social,2018-01-08,4.1 and up
Zen Leaf,MEDICAL,Low,,,1,6.1,Free,0.0,Mature 17+,Medical,2018-03-08,4.1 and up
ZenUI Launcher,PERSONALIZATION,Top Notch,,,1141545,15.0,Free,0.0,Everyone,Personalization,2018-07-31,Varies with device
ZenUI Safeguard,LIFESTYLE,High,,,100,7.1,Free,0.0,Everyone,Lifestyle,2018-05-09,7.0 - 7.1.1
ZenUI Themes – Stylish Themes,PERSONALIZATION,Very High,,,47393,7.2,Free,0.0,Everyone,Personalization,2018-05-24,5.0 and up
Zenefits,BUSINESS,More than moderate,,,296,14.0,Free,0.0,Everyone,Business,2018-06-15,4.1 and up
Zenith Bank Mobile App,FINANCE,High,,,7215,18.0,Free,0.0,Everyone,Finance,2018-07-23,4.0 and up
Zepp Golf Swing Analyzer,SPORTS,More than moderate,,,2020,84.0,Free,0.0,Everyone,Sports,2018-05-24,5.0 and up
"Zetup, print in one click",TOOLS,Low,,,40,24.0,Free,0.0,Everyone,Tools,2018-01-26,5.0 and up
Ziggo GO,ENTERTAINMENT,High,,,29690,78.0,Free,0.0,Teen,Entertainment,2018-08-03,4.3 and up
Zillow: Find Houses for Sale & Apartments for Rent,HOUSE_AND_HOME,Very High,,,417907,34.0,Free,0.0,Everyone,House & Home,2018-08-01,4.4 and up
ZipRealty Real Estate & Homes,LIFESTYLE,More than moderate,,,3937,15.0,Free,0.0,Everyone,Lifestyle,2018-07-27,4.4 and up
ZiraatBank BH,FINANCE,Moderate,,,58,3.5,Free,0.0,Everyone,Finance,2017-07-04,4.0 and up
Zlax.io Zombs Luv Ax,GAME,High,,,6344,32.0,Free,0.0,Everyone,Action,2018-04-04,4.1 and up
Zocdoc: Find Doctors & Book Appointments,MEDICAL,High,,,6099,38.0,Free,0.0,Everyone,Medical,2018-07-31,4.3 and up
Zoho Reports - Mobile BI,BUSINESS,Moderate,,,45,12.0,Free,0.0,Everyone,Business,2018-05-23,4.1 and up
Zombie Avengers:(Dreamsky)Stickman War Z,GAME,High,,,13604,96.0,Paid,0.99,Teen,Action,2018-06-26,2.3 and up
Zombie Catchers,GAME,Very High,,,990796,75.0,Free,0.0,Everyone,Action,2018-05-24,4.1 and up
Zombie Death Shooter,GAME,High,,,17372,45.0,Free,0.0,Mature 17+,Arcade,2015-08-08,2.3 and up
Zombie Defense,FAMILY,Very High,,,275048,41.0,Free,0.0,Teen,Strategy,2018-06-22,2.3 and up
Zombie Frontier,GAME,Very High,,,326689,20.0,Free,0.0,Teen,Action,2018-05-30,4.2 and up
Zombie Hunter King,GAME,High,,,10538,50.0,Free,0.0,Mature 17+,Action,2018-08-01,2.3 and up
Zombie Hunter: Post Apocalypse Survival Games,GAME,Very High,,,327599,66.0,Free,0.0,Teen,Action,2017-07-28,2.3.3 and up
Zombie Sniper 3D III,GAME,High,,,8122,23.0,Free,0.0,Mature 17+,Action,2017-02-28,2.3 and up
Zombie War Z : Hero Survival Rules,GAME,More than moderate,,,1987,62.0,Free,0.0,Mature 17+,Action,2017-12-13,4.0.3 and up
ZombieVital DG,FAMILY,Low,,,10,20.0,Paid,12.99,Everyone,Simulation,2018-08-04,Varies with device
Zoo For Preschool Kids 3-9 Years,PARENTING,Moderate,,,76,8.2,Free,0.0,Everyone,Parenting;Education,2018-04-24,4.0 and up
Zooper Widget,PERSONALIZATION,High,,,30498,5.9,Free,0.0,Everyone,Personalization,2015-03-11,3.2 and up
Zowi App,FAMILY,More than moderate,,,516,21.0,Free,0.0,Everyone,Education;Education,2016-12-21,4.0.3 and up
Zumper - Apartment Rental Finder,HOUSE_AND_HOME,High,,,11200,25.0,Free,0.0,Everyone,House & Home,2018-07-16,5.0 and up
Zynga Poker – Texas Holdem,GAME,Top Notch,,,1986068,52.0,Free,0.0,Teen,Casino,2018-07-25,4.1 and up
[BN] Blitz,SPORTS,Low,,,4,5.6,Free,0.0,Everyone,Sports,2018-05-17,4.3 and up
[EF]ShoutBox,COMMUNICATION,Low,,,3,2.5,Free,0.0,Teen,Communication,2018-08-07,4.0.3 and up
[ROOT] X Privacy Installer,TOOLS,High,,,12147,0.12,Free,0.0,Everyone,Tools,2015-01-25,4.0.3 and up
[Sub/EMUI] P Pro - EMUI 8.1/8.0/5.X Theme,PERSONALIZATION,Low,,,13,19.0,Paid,0.99,Everyone,Personalization,2018-07-20,7.0 and up
[Substratum] K-Manager for K-Klock,PERSONALIZATION,Low,,,14,11.0,Free,0.0,Everyone,Personalization,2018-07-31,7.0 and up
[Substratum] M5 Theme,PERSONALIZATION,Moderate,,,16,6.7,Free,0.0,Everyone,Personalization,2018-03-10,7.0 and up
[adult swim],FAMILY,High,,,21433,21.0,Free,0.0,Mature 17+,Entertainment,2018-05-29,5.0 and up
[root] Pry-Fi,TOOLS,High,,,6736,0.07,Free,0.0,Everyone,Tools,2014-02-02,4.2 and up
[verify-U] VideoIdent,COMMUNICATION,Moderate,,,83,13.0,Free,0.0,Everyone,Communication,2018-04-26,5.0 and up
aa,FAMILY,Top Notch,,,886418,6.5,Free,0.0,Everyone,Strategy,2018-06-30,4.1 and up
ab,FAMILY,Low,,,10,22.0,Free,0.0,Everyone,Casual,2016-10-27,4.0 and up
abeoCoder,MEDICAL,Moderate,,,83,3.2,Free,0.0,Everyone,Medical,2018-07-30,4.1 and up
ac remote control,TOOLS,High,,,9514,7.0,Free,0.0,Everyone,Tools,2018-07-11,4.0.3 and up
ai robot keyboard,PERSONALIZATION,More than moderate,,,1891,1.9,Free,0.0,Everyone,Personalization,2018-05-24,4.0.3 and up
ai.type keyboard Plus + Emoji,TOOLS,More than moderate,,,57076,35.0,Paid,4.49,Everyone,Tools,2018-07-24,4.1 and up
allhomes.com.au,HOUSE_AND_HOME,More than moderate,,,874,12.0,Free,0.0,Everyone,House & Home,2018-08-01,4.3 and up
amazer - Global Kpop Video Community,VIDEO_PLAYERS,More than moderate,,,1215,23.0,Free,0.0,Everyone 10+,Video Players & Editors,2018-07-20,4.1 and up
amm dz,FINANCE,Very low,,,0,14.0,Paid,5.99,Everyone,Finance,2018-07-08,4.2 and up
ao,FAMILY,High,,,14145,5.9,Free,0.0,Everyone,Strategy,2016-06-08,4.0 and up
"ap,wifi testing,iperf,ping,android,Bluetooth,tcp",TOOLS,Very low,,,3,5.3,Paid,2.99,Everyone,Tools,2018-05-27,4.4 and up
au,FAMILY,High,,,9126,5.8,Free,0.0,Everyone,Strategy,2016-06-08,4.0 and up
auto Call Recorder 2018,LIBRARIES_AND_DEMO,More than moderate,,,929,7.0,Free,0.0,Everyone,Libraries & Demo,2018-02-16,4.0 and up
auto fines,AUTO_AND_VEHICLES,High,,,31433,17.0,Free,0.0,Everyone,Auto & Vehicles,2018-08-02,4.0.3 and up
autolina.ch has over 120'000 cars on offer.,AUTO_AND_VEHICLES,Moderate,,,25,6.5,Free,0.0,Everyone,Auto & Vehicles,2017-08-02,4.2 and up
autoricardo.ch – vehicles,LIFESTYLE,More than moderate,,,1045,13.0,Free,0.0,Everyone,Lifestyle,2018-03-13,4.0 and up
bX Hot Articles by Ex Libris,FAMILY,Moderate,,,42,0.54,Free,0.0,Everyone,Education,2017-05-09,2.2 and up
bX Thailand Simple Market Price and Alert,FINANCE,Low,,,8,3.5,Free,0.0,Everyone,Finance,2018-07-29,4.4 and up
ba,FAMILY,High,,,1734,5.8,Free,0.0,Everyone,Strategy,2016-06-08,4.0 and up
bacterial vaginosis,MEDICAL,Very low,,,0,3.6,Free,0.0,Teen,Medical,2018-03-26,4.0 and up
bd's Mongolian Grill,LIFESTYLE,Moderate,,,120,14.0,Free,0.0,Everyone,Lifestyle,2018-02-23,4.1 and up
be Produbanco,FINANCE,More than moderate,,,967,22.0,Free,0.0,Everyone,Finance,2018-08-02,4.1 and up
be'ah,HEALTH_AND_FITNESS,Very low,,,5,5.7,Free,0.0,Everyone,Health & Fitness,2018-03-28,2.3 and up
beIN SPORTS TR,SPORTS,Very High,,,135763,13.0,Free,0.0,Everyone,Sports,2018-08-02,4.1 and up
bi-Cube Mobile Token,TOOLS,Low,,,5,21.0,Free,0.0,Everyone,Tools,2018-04-26,4.0.3 and up
bitcoin exchange bx thailand,FINANCE,Moderate,,,19,2.2,Free,0.0,Everyone,Finance,2017-06-26,4.4 and up
bk Group Mobile,BUSINESS,Low,,,1,30.0,Free,0.0,Everyone,Business,2018-02-26,4.4W and up
bm Wallet,FINANCE,Moderate,,,196,27.0,Free,0.0,Everyone,Finance,2017-08-20,4.1 and up
bm offers,LIFESTYLE,More than moderate,,,320,31.0,Free,0.0,Everyone,Lifestyle,2017-12-13,4.2 and up
bm-Events,SOCIAL,Very low,,,0,8.1,Free,0.0,Teen,Social,2016-11-01,4.4 and up
boattheory.ch Full 2018,FAMILY,Low,,,54,50.0,Paid,19.4,Everyone,Education,2017-11-18,4.2 and up
bp Magazine for Bipolar,LIFESTYLE,Low,,,5,18.0,Free,0.0,Everyone 10+,Lifestyle,2018-02-12,4.1 and up
bp e-store,BOOKS_AND_REFERENCE,Low,,,52,2.2,Free,0.0,Everyone,Books & Reference,2016-01-15,4.0 and up
bq magazine,NEWS_AND_MAGAZINES,Low,,,2,8.8,Free,0.0,Everyone,News & Magazines,2018-07-19,4.1 and up
"busuu: Learn Languages - Spanish, English & More",FAMILY,Very High,,,207294,21.0,Free,0.0,Everyone 10+,Education,2018-08-01,5.0 and up
bz Basel E-Paper,NEWS_AND_MAGAZINES,Moderate,,,72,25.0,Free,0.0,Everyone,News & Magazines,2017-08-24,4.4 and up
bz Basel News,NEWS_AND_MAGAZINES,Low,,,23,33.0,Free,0.0,Everyone,News & Magazines,2018-06-06,5.0 and up
bz Baselland E-Paper,NEWS_AND_MAGAZINES,Moderate,,,69,25.0,Free,0.0,Everyone,News & Magazines,2017-08-24,4.4 and up
bz Basellandschaftliche News,NEWS_AND_MAGAZINES,Low,,,33,33.0,Free,0.0,Everyone,News & Magazines,2018-06-06,5.0 and up
cPro Marketplace: Buy. Sell. Rent. Date. Jobs.,SHOPPING,Very High,,,385764,8.4,Free,0.0,Mature 17+,Shopping,2018-08-05,4.1 and up
camera zoom moon,PHOTOGRAPHY,High,,,1213,1.1,Free,0.0,Everyone,Photography,2018-01-23,2.3 and up
cg guruji,FAMILY,Moderate,,,170,4.1,Free,0.0,Everyone,Education,2017-11-14,2.3 and up
ch-mm Dict,BOOKS_AND_REFERENCE,Very low,,,0,1.4,Paid,1.96,Everyone,Books & Reference,2014-07-18,2.3 and up
chat dz,COMMUNICATION,Low,,,8,29.0,Free,0.0,Teen,Communication,2018-03-14,4.1 and up
chat live chat,DATING,Low,,,24,3.9,Free,0.0,Mature 17+,Dating,2018-07-26,4.0 and up
chat saudi arabia,DATING,Low,,,11,11.0,Free,0.0,Mature 17+,Dating,2018-07-14,4.0 and up
chicken song,LIBRARIES_AND_DEMO,More than moderate,,,434,16.0,Free,0.0,Everyone,Libraries & Demo,2018-06-06,2.3 and up
chomp SMS,COMMUNICATION,Very High,,,335646,8.3,Free,0.0,Everyone,Communication,2018-07-26,2.3 and up
ci,FAMILY,High,,,1691,5.8,Free,0.0,Everyone,Strategy,2016-06-08,4.0 and up
ck-modelcars Shop,SHOPPING,Moderate,,,118,6.4,Free,0.0,Everyone,Shopping,2018-06-15,5.0 and up
ck-modelcars-UK Shop,SHOPPING,Moderate,,,69,6.4,Free,0.0,Everyone,Shopping,2018-06-15,5.0 and up
cloudLibrary,BOOKS_AND_REFERENCE,More than moderate,,,10774,35.0,Free,0.0,Everyone,Books & Reference,2018-06-28,4.1 and up
cluster.dk,COMMUNICATION,Low,,,49,1.1,Free,0.0,Everyone,Communication,2013-06-25,2.3 and up
cm to inches | centimeters to inches conversion,TOOLS,Moderate,,,52,1.9,Free,0.0,Everyone,Tools,2018-05-07,4.0 and up
"cm, mm to inch, feet converter tool",PRODUCTIVITY,More than moderate,,,176,2.3,Free,0.0,Everyone,Productivity,2016-09-27,2.3.3 and up
codeEazy - C/C++/JAVA,FAMILY,Moderate,,,130,2.2,Free,0.0,Everyone,Education,2016-04-04,4.0.3 and up
codeSpark Academy & The Foos,FAMILY,High,,,4522,57.0,Free,0.0,Everyone,Educational;Education,2018-06-21,4.1 and up
comico Popular Original Cartoon Updated Everyday Comico,COMICS,Very High,,,93965,15.0,Free,0.0,Teen,Comics,2018-07-03,4.0.3 and up
converter video to mp3,LIBRARIES_AND_DEMO,More than moderate,,,783,6.4,Free,0.0,Everyone,Libraries & Demo,2017-06-10,2.2 and up
cronometer (ad free),HEALTH_AND_FITNESS,More than moderate,,,1075,8.3,Paid,2.99,Everyone,Health & Fitness,2018-07-13,4.4 and up
cronometra-br,PRODUCTIVITY,no,,,0,5.4,Paid,154.99,Everyone,Productivity,2017-11-24,4.1 and up
cx advance call blocker,PERSONALIZATION,Low,,,3,3.4,Free,0.0,Everyone,Personalization,2018-04-09,4.0 and up
cx-32wifi,FAMILY,Moderate,,,62,6.5,Free,0.0,Everyone,Entertainment,2015-11-14,2.2 and up
cx-33wifi,FAMILY,Moderate,,,63,7.6,Free,0.0,Everyone,Entertainment,2015-11-14,2.2 and up
dB Meter - measure sound & noise level in Decibel,TOOLS,Moderate,,,154,6.6,Free,0.0,Everyone,Tools,2018-07-26,4.4 and up
