App,Category,Installs_category,Rating,Mean_App_Sentiment,Reviews,Size_in_MB,Type,Price,Content_Rating,Genres,Last_Updated,Android_Ver
Makeup Videos,BEAUTY,Moderate,,,9,3.4,Free,0.0,Everyone,Beauty,2018-06-07,4.0 and up
Dating Tips For Men,DATING,Very low,,,0,7.8,Free,0.0,Everyone,Dating,2018-07-09,4.0.3 and up
Home tips and advice,HOUSE_AND_HOME,Moderate,,,10,2.6,Free,0.0,Everyone,House & Home,2017-12-28,4.0.3 and up
Tubi TV - Free Movies & TV,ENTERTAINMENT,Very High,,,296829,11.0,Free,0.0,Teen,Entertainment,2018-07-15,4.1 and up
"Star Girl - Fashion, Makeup & Dress Up",FAMILY,Very High,,,556929,53.0,Free,0.0,Teen,Casual,2018-04-19,4.0.3 and up
CX-60,FAMILY,Low,,,19,94.0,Free,0.0,Everyone,Casual,2017-05-09,2.3 and up
Mircules DX Cluster Lite,COMMUNICATION,Moderate,,,51,21.0,Free,0.0,Everyone,Communication,2016-05-10,4.1 and up
Ludo Family Dice Game,FAMILY,High,,,3593,19.0,Free,0.0,Everyone,Board;Brain Games,2018-03-07,4.1 and up
EI HabitTracker,FAMILY,Low,,,2,0.96,Free,0.0,Everyone,Education,2017-08-17,4.0.3 and up
DT Freight,PRODUCTIVITY,Very low,,,0,54.0,Free,0.0,Everyone,Productivity,2017-11-29,4.0.3 and up
Remote for Onkyo AV Receivers & Smart TV/Blu-Ray,TOOLS,More than moderate,,,701,7.3,Free,0.0,Everyone,Tools,2018-07-31,4.3 and up
Bw Events,EVENTS,Low,,,16,1.7,Free,0.0,Everyone,Events,2016-08-09,4.0 and up
Arizona Mobile,FAMILY,Moderate,,,285,6.2,Free,0.0,Everyone,Education,2017-11-07,4.1 and up
Lanterns: The Harvest Festival,FAMILY,Low,,,185,72.0,Paid,4.99,Everyone,Board;Brain Games,2018-05-01,4.1 and up
Sweet Camera,PHOTOGRAPHY,Very High,,,71898,23.0,Free,0.0,Everyone,Photography,2017-10-10,4.0.3 and up
Boom Beach,FAMILY,Top Notch,,,5591653,95.0,Free,0.0,Everyone 10+,Strategy,2018-07-18,4.0.3 and up
EW Widgets for Zooper,TOOLS,Low,,,5,1.9,Free,0.0,Everyone,Tools,2016-12-03,4.0.3 and up
Ace Screen Recorder w facecam,TOOLS,More than moderate,,,2447,2.5,Free,0.0,Everyone,Tools,2017-12-26,5.0 and up
DS-82 form,BUSINESS,Low,,,1,28.0,Free,0.0,Everyone,Business,2018-04-27,4.1 and up
Can Knockdown,FAMILY,Very High,,,155649,38.0,Free,0.0,Everyone,Casual,2018-07-11,4.1 and up
"CYANOGEN. Rent, buy an apartment, a room, a cottage 3+",HOUSE_AND_HOME,High,,,37711,40.0,Free,0.0,Everyone,House & Home,2018-07-31,4.4 and up
Arrhythmias and Dysrhythmias,MEDICAL,Low,,,3,24.0,Paid,1.0,Everyone,Medical,2016-01-24,4.2 and up
BD Provider App,HEALTH_AND_FITNESS,Moderate,,,45,13.0,Free,0.0,Everyone,Health & Fitness,2016-09-12,4.1 and up
DZ Urgences,FAMILY,Low,,,16,1.6,Free,0.0,Everyone,Education,2016-12-21,4.0 and up
420 BZ Budeze Delivery,MEDICAL,Low,,,2,11.0,Free,0.0,Mature 17+,Medical,2018-06-06,4.1 and up
MDLIVE: Talk to a Doctor 24/7,MEDICAL,More than moderate,,,650,27.0,Free,0.0,Everyone,Medical,2018-07-23,4.4 and up
Barisal University App-BU Face,FAMILY,Low,,,100,10.0,Free,0.0,Everyone,Education,2018-05-06,4.0.3 and up
WomanLog Calendar,HEALTH_AND_FITNESS,Very High,,,121838,15.0,Free,0.0,Everyone,Health & Fitness,2018-05-23,4.0.3 and up
The Room: Old Sins,GAME,More than moderate,,,21119,48.0,Paid,4.99,Everyone,Puzzle,2018-04-18,4.4 and up
AutoCAD - DWG Viewer & Editor,PRODUCTIVITY,Very High,2.2333232448492866,0.13332324484928654,145088,24.0,Free,0.0,Everyone,Productivity,2018-07-23,4.4 and up
abeoCoder,MEDICAL,Moderate,,,83,3.2,Free,0.0,Everyone,Medical,2018-07-30,4.1 and up
Screen Lock,TOOLS,High,,,68309,2.1,Free,0.0,Everyone,Tools,2017-11-23,4.0 and up
Electricity Bill Calculator BD,PRODUCTIVITY,Moderate,,,247,4.0,Free,0.0,Everyone,Productivity,2016-06-22,4.0.3 and up
Survival: Prison Escape,GAME,Very High,,,127810,33.0,Free,0.0,Mature 17+,Action,2018-08-01,4.4 and up
Dr. Oetker recipe ideas,FOOD_AND_DRINK,High,,,8509,17.0,Free,0.0,Everyone,Food & Drink,2018-07-12,4.0.3 and up
CV Maker,PERSONALIZATION,Moderate,,,114,3.0,Free,0.0,Everyone,Personalization,2016-03-18,4.0.3 and up
Dr. Splorchy Presents Space Heroes,GAME,Low,,,18,31.0,Paid,4.99,Mature 17+,Adventure,2018-07-23,7.0 and up
Learn English from Persian: Persian to English,EDUCATION,More than moderate,,,423,21.0,Free,0.0,Everyone,Education,2018-04-03,4.0.3 and up
DX Alert,TOOLS,Low,,,27,2.5,Free,0.0,Everyone,Tools,2016-04-28,3.2 and up
Lock 'n' Roll Pro - Ad Free,GAME,Low,,,169,13.0,Paid,0.99,Everyone,Card,2015-07-01,2.3.3 and up
Bubble Shooter DX,FAMILY,More than moderate,,,636,4.0,Free,0.0,Everyone,Casual,2018-06-21,4.0.3 and up
SportLook,PHOTOGRAPHY,More than moderate,,,1283,8.2,Free,0.0,Everyone,Photography,2018-06-21,4.1 and up
"Barca News - FC Barcelona, World Foot & Transfers",SPORTS,Moderate,,,160,6.4,Free,0.0,Everyone,Sports,2018-08-04,4.1 and up
OWLIE BOO,FAMILY,More than moderate,,,834,22.0,Free,0.0,Everyone,Puzzle;Education,2018-03-15,4.0 and up
Office Bike Racing Simulator,FAMILY,High,,,21149,30.0,Free,0.0,Everyone,Simulation,2015-10-09,2.3 and up
WFLA News Channel 8 - Tampa FL,NEWS_AND_MAGAZINES,Moderate,,,133,14.0,Free,0.0,Everyone,News & Magazines,2018-07-18,5.0 and up
Learn English for beginners,EDUCATION,High,,,1929,2.5,Free,0.0,Everyone,Education,2017-09-28,2.3 and up
AZ Rockets,GAME,Moderate,,,162,37.0,Free,0.0,Everyone,Arcade,2018-05-25,4.1 and up
Ev Dizayn,LIFESTYLE,Moderate,,,30,5.2,Free,0.0,Everyone,Lifestyle,2015-03-04,4.0 and up
Experience BA,TRAVEL_AND_LOCAL,Low,,,6,17.0,Free,0.0,Everyone,Travel & Local,2018-06-27,4.1 and up
Calendar+ Schedule Planner App,PRODUCTIVITY,High,2.1896698717948717,0.18966987179487177,8985,5.7,Free,0.0,Everyone,Productivity,2017-01-16,4.0.3 and up
HD Video Player - Video & MP3 Player | AV Player |,VIDEO_PLAYERS,Moderate,,,22,19.0,Free,0.0,Everyone,Video Players & Editors,2018-03-06,4.0 and up
Fields of Battle,GAME,High,,,71476,50.0,Free,0.0,Everyone 10+,Action,2018-04-21,4.0 and up
CX-17WIFI,FAMILY,Moderate,,,49,6.6,Free,0.0,Everyone,Entertainment,2018-03-21,4.3 and up
Transenger – Ts Dating and Chat for Free,DATING,Low,,,8,14.0,Free,0.0,Mature 17+,Dating,2018-07-29,4.4 and up
CV-RECORD Pro,COMMUNICATION,Low,,,42,6.0,Paid,0.99,Everyone,Communication,2017-01-12,4.1 and up
Sanu Ek Pal Chain - Raid,TOOLS,Low,,,1,2.6,Free,0.0,Everyone,Tools,2018-05-12,4.4W and up
My Oasis - Calming and Relaxing Idle Clicker Game,FAMILY,High,,,106750,94.0,Free,0.0,Everyone,Simulation;Action & Adventure,2018-06-29,4.1 and up
South Florida AA Meetings,LIFESTYLE,Low,,,10,21.0,Free,0.0,Everyone,Lifestyle,2018-05-24,4.1 and up
GPS Speedometer and Odometer,MAPS_AND_NAVIGATION,High,2.737083333333333,0.3370833333333333,15865,3.3,Free,0.0,Everyone,Maps & Navigation,2018-08-03,4.1 and up
"JEFIT Workout Tracker, Weight Lifting, Gym Log App",HEALTH_AND_FITNESS,Very High,,,60096,27.0,Free,0.0,Teen,Health & Fitness,2018-04-07,4.0.3 and up
Fingerprint Quick Action,TOOLS,High,,,8484,1.7,Free,0.0,Everyone,Tools,2018-07-22,6.0 and up
Ac remote control,TOOLS,More than moderate,,,822,5.0,Free,0.0,Everyone,Tools,2017-02-27,2.3 and up
DK Readers,FAMILY,Low,,,30,16.0,Free,0.0,Everyone,Education,2014-07-02,2.3 and up
CE KISIO,LIFESTYLE,Low,,,1,24.0,Free,0.0,Everyone,Lifestyle,2018-02-05,4.1 and up
Mobile CS,BUSINESS,Low,,,13,5.7,Free,0.0,Everyone,Business,2017-10-06,4.4 and up
Sid Story,GAME,High,,,28510,78.0,Free,0.0,Teen,Card,2018-08-01,4.0.3 and up
Teeny Titans - Teen Titans Go!,FAMILY,More than moderate,,,20463,25.0,Paid,3.99,Everyone 10+,Strategy;Action & Adventure,2018-07-18,4.1 and up
LG Health,HEALTH_AND_FITNESS,Very High,,,20098,25.0,Free,0.0,Everyone,Health & Fitness,2018-05-14,4.4 and up
Light X - Icon Pack,PERSONALIZATION,Moderate,,,252,24.0,Paid,0.99,Everyone,Personalization,2018-06-13,4.1 and up
Forest Crossing AH,MEDICAL,Very low,,,0,29.0,Free,0.0,Everyone,Medical,2018-04-12,4.0.3 and up
Debonairs Pizza,FOOD_AND_DRINK,High,2.0350416666666664,0.1350416666666667,3320,8.4,Free,0.0,Everyone,Food & Drink,2018-08-04,4.0.3 and up
Calorie Counter - MyNetDiary,HEALTH_AND_FITNESS,High,2.474745918877856,0.22474591887785617,27439,19.0,Free,0.0,Everyone,Health & Fitness,2018-07-16,5.0 and up
Fashion Pony Girls Dress Up Makeup Game,FAMILY,Moderate,,,256,30.0,Free,0.0,Everyone,Simulation,2018-07-13,4.0 and up
Masha and the Bear: Evolution,FAMILY,High,,,2062,42.0,Free,0.0,Everyone,Strategy;Education,2018-06-14,4.0 and up
m:go BiH,COMMUNICATION,Moderate,,,559,6.0,Free,0.0,Everyone,Communication,2018-07-25,3.0 and up
DM airdisk,TOOLS,Low,,,11,11.0,Free,0.0,Everyone,Tools,2016-08-05,3.0 and up
"MMX Hill Dash 2 – Offroad Truck, Car & Bike Racing",GAME,High,,,41975,79.0,Free,0.0,Everyone,Racing,2018-07-19,5.0 and up
Mom Doctor ER Emergency Family Game,FAMILY,Moderate,,,173,49.0,Free,0.0,Everyone,Educational,2018-01-26,4.1 and up
iFORA BP,MEDICAL,Low,,,18,45.0,Free,0.0,Everyone,Medical,2018-06-05,2.3.3 and up
"view.com.au - Buy, Rent or Research Real Estate",LIFESTYLE,More than moderate,,,212,12.0,Free,0.0,Everyone,Lifestyle,2017-09-26,4.1 and up
EU Exit poll,LIFESTYLE,Low,,,10,9.4,Free,0.0,Everyone,Lifestyle,2016-07-15,4.1 and up
Skylink Live TV CZ,FAMILY,More than moderate,,,2802,15.0,Free,0.0,Teen,Entertainment,2018-07-11,4.3 and up
7 Day Food Journal Challenge,LIFESTYLE,More than moderate,2.4268639770723106,0.1768639770723104,3346,14.0,Free,0.0,Teen,Lifestyle,2017-03-08,4.0.3 and up
AY Oakmont,HEALTH_AND_FITNESS,Very low,,,0,11.0,Free,0.0,Everyone,Health & Fitness,2018-07-09,4.1 and up
BH by Kinomap,HEALTH_AND_FITNESS,Moderate,,,141,22.0,Free,0.0,Everyone,Health & Fitness,2018-07-30,4.1 and up
3D DJ – Music Mixer with Virtual DJ,FAMILY,More than moderate,,,796,28.0,Free,0.0,Everyone,Entertainment,2018-07-03,5.0 and up
Q Quiz SK,FAMILY,Moderate,,,159,39.0,Free,0.0,Everyone,Education,2015-12-08,2.3 and up
HD Wallpapers Volvo FH Trucks,PERSONALIZATION,Low,,,4,17.0,Free,0.0,Teen,Personalization,2016-06-21,2.3.3 and up
Grim Soul: Dark Fantasy Survival,GAME,Very High,2.3660447784192487,0.11604477841924857,189773,95.0,Free,0.0,Teen,Role Playing,2018-07-18,4.1 and up
junainfo.dy.fi,TRAVEL_AND_LOCAL,Low,,,8,1.9,Free,0.0,Everyone,Travel & Local,2015-10-21,4.0 and up
Pedometer,HEALTH_AND_FITNESS,Very High,,,400592,2.9,Free,0.0,Everyone,Health & Fitness,2018-07-04,4.0 and up
Bx Thailand Alert (Bitcoin),FINANCE,Low,,,3,8.2,Free,0.0,Everyone,Finance,2018-02-05,4.2 and up
MOTOBAZAR EU,LIFESTYLE,Low,,,1,2.0,Free,0.0,Everyone,Lifestyle,2018-05-06,4.0.3 and up
CM Launcher Default Theme,PERSONALIZATION,More than moderate,,,3989,1.1,Free,0.0,Everyone,Personalization,2015-09-11,4.0 and up
DW VMAX,TOOLS,More than moderate,,,843,8.5,Free,0.0,Everyone,Tools,2017-05-04,2.2 and up
WebComics,COMICS,High,,,33783,6.4,Free,0.0,Teen,Comics,2018-07-28,4.1 and up
Dinosaur Simulator: Dino World,GAME,Very High,2.077147435897436,0.0771474358974359,26649,66.0,Free,0.0,Teen,Action,2018-08-05,4.2 and up
An Elite Warrior Ex,GAME,Low,,,15,93.0,Paid,0.99,Everyone,Adventure,2016-11-21,4.0.3 and up
Offroad Car Q,FAMILY,High,,,24668,40.0,Free,0.0,Everyone,Simulation,2016-08-04,2.3.3 and up
Ultimate Calculator for CR,PRODUCTIVITY,High,,,7389,41.0,Free,0.0,Everyone,Productivity,2017-03-15,4.0 and up
Need for Speed™ No Limits,GAME,Top Notch,,,3344300,22.0,Free,0.0,Everyone 10+,Racing,2018-07-24,4.1 and up
Tee and Mo Bath Time Free,FAMILY,More than moderate,,,418,97.0,Free,0.0,Everyone,Educational;Education,2016-11-07,4.0.3 and up
FG Autumn Photo Puzzle,FAMILY,Very low,,,0,4.6,Free,0.0,Everyone,Puzzle,2017-08-23,4.0 and up
English to Urdu Dictionary,BOOKS_AND_REFERENCE,High,,,4620,19.0,Free,0.0,Everyone,Books & Reference,2017-11-23,4.0.3 and up
Java Editor CR,TOOLS,More than moderate,,,434,18.0,Free,0.0,Everyone,Tools,2018-03-16,4.0 and up
following,DATING,Very low,,,1,21.0,Free,0.0,Mature 17+,Dating,2018-07-24,4.2 and up
PlayStation App,ENTERTAINMENT,Top Notch,,,613059,25.0,Free,0.0,Everyone,Entertainment,2018-07-26,4.1 and up
"SeatGeek – Tickets to Sports, Concerts, Broadway",EVENTS,High,,,15558,26.0,Free,0.0,Everyone,Events,2018-08-03,5.0 and up
Trazado de tuberia El Tubero,TOOLS,Moderate,,,313,4.4,Paid,1.97,Everyone,Tools,2015-03-29,1.5 and up
FK Utenis Utena,SPORTS,Very low,,,0,26.0,Free,0.0,Everyone,Sports,2018-02-21,4.1 and up
JackThreads: Men's Shopping,SHOPPING,High,,,13085,2.7,Free,0.0,Teen,Shopping,2017-11-08,4.0.3 and up
"Kids Fang - Infant Videos, Children's Songs, Fairy Tales, Lullaby Collections",PARENTING,More than moderate,,,349,4.4,Free,0.0,Everyone,Parenting,2018-03-21,4.4 and up
NoteToDo. Notes. To do list,PRODUCTIVITY,High,,,57449,5.0,Free,0.0,Everyone,Productivity,2018-08-04,4.0 and up
FE CPS,FINANCE,Moderate,,,62,17.0,Free,0.0,Everyone,Finance,2017-06-26,4.0 and up
NissanConnect® EV & Services,LIFESTYLE,More than moderate,,,853,88.0,Free,0.0,Everyone,Lifestyle,2018-07-20,4.4 and up
X-plore File Manager,TOOLS,Very High,,,168487,6.4,Free,0.0,Everyone,Tools,2018-06-26,4.3 and up
BW Map mobile,TRAVEL_AND_LOCAL,Moderate,,,57,32.0,Free,0.0,Everyone,Travel & Local,2018-05-31,4.0 and up
Brilliant Distinctions®,MEDICAL,More than moderate,,,78,72.0,Free,0.0,Everyone,Medical,2018-06-27,4.4 and up
CB SmartCAR Monitor,TOOLS,Very low,,,1,0.5,Free,0.0,Everyone,Tools,2017-07-20,4.3 and up
Best Hairstyles step by step,BEAUTY,Very High,,,45452,9.2,Free,0.0,Everyone,Beauty,2018-07-19,4.0 and up
OTOME of Ikemen cafe,FAMILY,More than moderate,,,1318,24.0,Free,0.0,Teen,Simulation,2018-03-05,4.1 and up
Feed Baby - Baby Tracker,PARENTING,High,,,76795,18.0,Free,0.0,Everyone,Parenting,2018-08-01,4.1 and up
Tic Tac CK,FAMILY,Very low,,,3,13.0,Free,0.0,Everyone,Puzzle,2018-07-03,4.0.3 and up
Training course: Learn Nursing,MEDICAL,Low,,,0,7.0,Free,0.0,Everyone,Medical,2018-07-08,4.1 and up
"Ike - To-Do List, Task List",PRODUCTIVITY,More than moderate,,,6320,6.3,Free,0.0,Everyone,Productivity,2016-12-10,4.4 and up
FreedomPop Diagnostics,TOOLS,More than moderate,,,452,7.0,Free,0.0,Everyone,Tools,2017-07-17,4.0.3 and up
DW Tech Tools,BUSINESS,Low,,,1,5.9,Free,0.0,Everyone,Business,2018-07-24,4.1 and up
BT One Voice mobile access,COMMUNICATION,Moderate,,,32,0.43,Free,0.0,Everyone,Communication,2015-07-30,1.6 and up
Bible du Semeur-BDS (French),BOOKS_AND_REFERENCE,More than moderate,,,313,6.9,Free,0.0,Everyone,Books & Reference,2018-08-04,1.0 and up
Southwest Airlines,TRAVEL_AND_LOCAL,Very High,,,24781,8.3,Free,0.0,Everyone,Travel & Local,2018-07-11,6.0 and up
Sun Rise Free Live Wallpaper,PERSONALIZATION,Very High,,,86481,8.6,Free,0.0,Everyone,Personalization,2018-01-31,4.0 and up
A-Z Punjabi Songs & Music Videos 2018,FAMILY,More than moderate,,,367,5.1,Free,0.0,Everyone,Entertainment,2018-05-17,4.1 and up
DICT.fr Mobile,BUSINESS,Moderate,,,20,2.7,Free,0.0,Everyone,Business,2018-07-17,4.1 and up
quran-DZ,SOCIAL,Very low,,,0,6.2,Free,0.0,Teen,Social,2018-06-13,4.2 and up
TI-84 CE Graphing Calculator Manual TI 84,FAMILY,Low,,,1,27.0,Paid,4.99,Everyone,Education,2018-03-28,4.1 and up
VidPlay,VIDEO_PLAYERS,High,,,3546,3.7,Free,0.0,Everyone,Video Players & Editors,2018-05-27,4.1 and up
Anatomy & Physiology Vocabulary Exam Review App,MEDICAL,Very low,,,1,4.6,Free,0.0,Everyone,Medical,2018-08-02,4.0 and up
Sport Car Simulator,FAMILY,Very High,,,48731,68.0,Free,0.0,Everyone,Simulation,2018-04-19,4.1 and up
S’more - Earn Cash Rewards,PRODUCTIVITY,High,,,15097,14.0,Free,0.0,Everyone,Productivity,2018-07-23,4.2 and up
M Theme - Dark Green Icon Pack,PERSONALIZATION,Moderate,,,202,4.9,Free,0.0,Everyone,Personalization,2016-11-16,3.0 and up
Solitaire TriPeaks,GAME,Very High,,,446434,52.0,Free,0.0,Everyone,Card,2018-08-01,4.0.3 and up
EZ-VPNGate,TOOLS,Moderate,,,36,12.0,Free,0.0,Everyone,Tools,2017-08-21,4.0.3 and up
BK murli today (Mobile Murli) - Gyan,FAMILY,Moderate,,,100,4.5,Free,0.0,Everyone,Education,2018-08-05,4.4 and up
Have your say on Europe,COMMUNICATION,Low,,,19,21.0,Free,0.0,Everyone,Communication,2018-04-19,4.1 and up
"Free Messages, Video, Chat,Text for Messenger Plus",SOCIAL,High,,,6086,3.1,Free,0.0,Teen,Social,2018-06-14,4.3 and up
CR & CoC Private Server - Clash Barbarians PRO,FAMILY,High,,,167974,5.0,Free,0.0,Everyone,Entertainment,2018-07-27,4.0.3 and up
T-shirt design - Snaptee,LIFESTYLE,High,,,29756,45.0,Free,0.0,Everyone,Lifestyle,2018-07-19,4.1 and up
Keeper: Free Password Manager & Secure Vault,PRODUCTIVITY,Very High,,,74146,32.0,Free,0.0,Everyone,Productivity,2018-07-16,4.4 and up
AT&T THANKS®,FAMILY,High,,,2445,34.0,Free,0.0,Everyone,Entertainment,2018-07-11,5.0 and up
Premier League - Official App,SPORTS,Very High,,,63782,24.0,Free,0.0,Everyone,Sports,2018-08-07,4.1 and up
"CM Browser - Ad Blocker , Fast Download , Privacy",COMMUNICATION,Top Notch,2.4412499999999997,0.14125000000000001,2265084,6.1,Free,0.0,Everyone,Communication,2018-07-31,4.0 and up
SKIN BK,PRODUCTIVITY,Very low,,,0,33.0,Free,0.0,Everyone,Productivity,2018-06-25,4.4W and up
/u/app,COMMUNICATION,Moderate,,,573,53.0,Free,0.0,Mature 17+,Communication,2018-07-03,4.1 and up
eharmony - Online Dating App,DATING,Very High,,,31320,53.0,Free,0.0,Mature 17+,Dating,2018-07-30,4.1 and up
Krazy Coupon Lady,SHOPPING,High,,,10318,32.0,Free,0.0,Everyone,Shopping,2018-06-19,4.4 and up
Free VIN Report for Used Cars,AUTO_AND_VEHICLES,More than moderate,2.491436066790352,0.1914360667903525,2431,2.4,Free,0.0,Everyone,Auto & Vehicles,2018-06-12,4.0 and up
Porch DV,HOUSE_AND_HOME,Low,,,5,13.0,Free,0.0,Everyone,House & Home,2018-06-02,4.1 and up
My Little Princess : Stores,FAMILY,Moderate,,,169,60.0,Paid,2.99,Everyone,Educational;Pretend Play,2018-05-25,4.1 and up
MommyMeds,MEDICAL,Moderate,,,45,21.0,Paid,3.99,Everyone,Medical,2017-11-15,6.0 and up
DG Coupon,SHOPPING,More than moderate,,,668,1.1,Free,0.0,Everyone,Shopping,2018-07-16,4.0 and up
M star Dialer,COMMUNICATION,More than moderate,,,400,4.2,Free,0.0,Everyone,Communication,2017-03-20,2.2 and up
Railroad Radio Vancouver BC,FAMILY,Low,,,4,1.7,Free,0.0,Teen,Entertainment,2015-06-28,2.2 and up
O Céu e o Inferno,BOOKS_AND_REFERENCE,Low,,,14,0.74,Paid,0.99,Everyone,Books & Reference,2013-10-07,1.6 and up
FK Sūduva Marijampolė,SPORTS,Very low,,,2,26.0,Free,0.0,Everyone,Sports,2018-02-21,4.1 and up
Digoo·Cloud,TOOLS,Moderate,,,543,26.0,Free,0.0,Everyone,Tools,2018-06-05,4.0.3 and up
Masha and the Bear - Hair Salon and MakeUp Games,FAMILY,Low,,,1,83.0,Paid,2.49,Everyone,Role Playing;Education,2018-03-05,4.1 and up
Bg Radios - Bulgarian radio stations online,FAMILY,Low,,,8,13.0,Free,0.0,Everyone,Entertainment,2018-07-13,4.1 and up
Easy Makeup Tutorials,LIFESTYLE,High,2.319464047719256,0.16946404771925605,7287,5.0,Free,0.0,Everyone,Lifestyle,2016-11-03,2.3 and up
Ultimate Tennis,SPORTS,Very High,,,183004,100.0,Free,0.0,Everyone,Sports,2018-07-19,4.0.3 and up
TattooSupplies.eu,SHOPPING,Low,,,31,34.0,Free,0.0,Everyone,Shopping,2017-08-09,4.1 and up
Sat-Fi Voice,COMMUNICATION,Low,,,37,14.0,Free,0.0,Everyone,Communication,2014-11-21,2.2 and up
ch-mm Dict,BOOKS_AND_REFERENCE,Very low,,,0,1.4,Paid,1.96,Everyone,Books & Reference,2014-07-18,2.3 and up
Hideman VPN,TOOLS,Very High,2.1667453878260328,0.116745387826033,88675,9.6,Free,0.0,Everyone,Tools,2018-07-24,4.0 and up
Darkness Rises,FAMILY,Very High,,,456474,86.0,Free,0.0,Teen,Role Playing,2018-07-24,4.4 and up
TETRIS,FAMILY,Very High,,,199808,57.0,Free,0.0,Everyone,Puzzle,2018-06-14,3.0 and up
CI Dictionary,FAMILY,Low,,,31,3.2,Free,0.0,Everyone,Education,2015-09-01,4.0.3 and up
BX Mobile TMC for SAP B1,BUSINESS,Low,,,3,11.0,Free,0.0,Everyone,Business,2015-01-20,4.0.3 and up
BQ Services,TOOLS,High,,,5004,2.5,Free,0.0,Everyone,Tools,2018-07-09,Varies with device
AfterFocus,PHOTOGRAPHY,Very High,,,165224,15.0,Free,0.0,Everyone,Photography,2016-07-08,4.0.3 and up
AX Watch for WatchMaker,PERSONALIZATION,Very low,,,2,0.23,Paid,0.99,Everyone,Personalization,2017-08-18,2.3 and up
Freecell CY,GAME,More than moderate,,,387,1.1,Free,0.0,Everyone,Card,2011-04-16,1.6 and up
OpenGL-ES Info,TOOLS,Moderate,,,249,0.61,Free,0.0,Everyone,Tools,2013-08-08,1.6 and up
DN Employee,FAMILY,Very low,,,1,3.8,Free,0.0,Everyone,Education,2018-06-25,4.4 and up
LEGO® TV,FAMILY,High,,,17250,7.2,Free,0.0,Everyone 10+,Entertainment;Music & Video,2018-08-04,5.0 and up
Bodyworks DW,HEALTH_AND_FITNESS,Very low,,,0,10.0,Free,0.0,Everyone,Health & Fitness,2018-07-09,4.1 and up
DG ग्राम / Digital Gram Panchayat,NEWS_AND_MAGAZINES,Moderate,,,53,5.9,Free,0.0,Teen,News & Magazines,2018-06-19,4.0 and up
CritDice - Dice Roller,FAMILY,More than moderate,,,2910,5.3,Free,0.0,Everyone,Entertainment,2016-10-30,4.1 and up
Driving Cars Simulator Citroen,GAME,Low,,,3,49.0,Free,0.0,Everyone,Racing,2018-04-05,4.4 and up
Crime Wars S. Andreas,GAME,High,,,5785,93.0,Free,0.0,Teen,Racing,2017-04-12,2.3 and up
GO Launcher EX UI5.0 theme,PERSONALIZATION,Very High,,,111634,13.0,Free,0.0,Everyone,Personalization,2014-05-26,2.0 and up
Papyrus Ex,TOOLS,More than moderate,,,1092,0.19,Free,0.0,Everyone,Tools,2012-06-27,2.1 and up
Mukwonago AH,MEDICAL,Low,,,1,29.0,Free,0.0,Everyone,Medical,2017-06-29,4.0.3 and up
Videos downloader for Facebook:fast fb video saver,VIDEO_PLAYERS,Moderate,,,20,5.1,Free,0.0,Everyone,Video Players & Editors,2018-04-27,4.0.3 and up
Turbo Downloader,TOOLS,Very High,,,23348,3.2,Free,0.0,Everyone,Tools,2018-07-04,4.0.3 and up
BioLife Plasma Services,MEDICAL,More than moderate,1.8879826198933343,0.13798261989333419,250,23.0,Free,0.0,Everyone,Medical,2018-07-09,4.4 and up
Listen to the story~The Story of the Fairy Tales,PARENTING,Moderate,,,69,5.8,Free,0.0,Everyone,Parenting,2018-07-10,4.0.3 and up
Photo Effects Pro,PHOTOGRAPHY,Top Notch,,,1494491,21.0,Free,0.0,Everyone,Photography,2017-03-21,3.1 and up
Elemental Knights R Platinum,FAMILY,More than moderate,,,2925,93.0,Paid,4.77,Teen,Role Playing,2018-08-01,4.1 and up
Dating for 50 plus Mature Singles – FINALLY,DATING,High,2.5015079365079362,0.20150793650793652,13049,13.0,Free,0.0,Mature 17+,Dating,2018-07-31,4.1 and up
Co-op CRS,LIFESTYLE,More than moderate,,,581,26.0,Free,0.0,Everyone,Lifestyle,2018-03-04,4.4 and up
Radiology CT Viewer,MEDICAL,Moderate,,,35,88.0,Free,0.0,Everyone,Medical,2018-01-20,4.0 and up
Satellite AR,BOOKS_AND_REFERENCE,High,,,9636,0.09,Free,0.0,Everyone,Books & Reference,2011-09-22,2.1 and up
"O Multiple - App Cloner, Duals APP, tarallel",TOOLS,More than moderate,,,145,5.2,Free,0.0,Everyone,Tools,2018-05-15,4.1 and up
Calvin Klein – US Store,SHOPPING,More than moderate,,,221,9.5,Free,0.0,Teen,Shopping,2017-08-01,4.1 and up
Educators CU Mobile Banking,FINANCE,More than moderate,,,1992,24.0,Free,0.0,Everyone,Finance,2018-06-20,5.0 and up
NCAA March Madness Live,SPORTS,Very High,,,34123,19.0,Free,0.0,Everyone,Sports,2018-03-30,5.0 and up
DRAGON QUEST,FAMILY,More than moderate,,,9659,30.0,Paid,2.99,Everyone,Role Playing,2017-03-10,2.3 and up
BV Taxi Sudan,MAPS_AND_NAVIGATION,Very low,,,8,26.0,Free,0.0,Everyone,Maps & Navigation,2018-01-17,4.1 and up
Start the Hunt for the Lost Treasure,FAMILY,Moderate,,,302,8.1,Free,0.0,Everyone,Puzzle;Brain Games,2017-09-13,4.0.3 and up
